DateTime,CLOSE
2015-03-04,4589.902
2015-03-05,4575.789
2015-03-06,4535.455
2015-03-09,4604.999
2015-03-10,4624.647
2015-03-11,4625.728
2015-03-12,4661.811
2015-03-13,4710.852
2015-03-16,4841.606
2015-03-17,4908.645
2015-03-18,5012.041
2015-03-19,5027.449
2015-03-20,5089.961
2015-03-23,5208.891
2015-03-24,5231.421
2015-03-25,5241.517
2015-03-26,5212.772
2015-03-27,5256.351
2015-03-30,5350.514
2015-03-31,5335.489
2015-04-01,5448.165
2015-04-02,5509.212
2015-04-03,5590.937
2015-04-07,5711.517
2015-04-08,5706.098
2015-04-09,5660.241
2015-04-10,5787.21
2015-04-13,5901.748
2015-04-14,5915.937
2015-04-15,5764.913
2015-04-16,5885.225
2015-04-17,5958.144
2015-04-20,5852.959
2015-04-21,6023.42
2015-04-22,6188.01
2015-04-23,6224.562
2015-04-24,6205.162
2015-04-27,6300.925
2015-04-28,6167.86
2015-04-29,6257.593
2015-04-30,6258.607
2015-05-04,6307.571
2015-05-05,6086.056
2015-05-06,6028.221
2015-05-07,5912.674
2015-05-08,6094.716
2015-05-11,6324.111
2015-05-12,6440.472
2015-05-13,6450.715
2015-05-14,6453.702
2015-05-15,6384.318
2015-05-18,6435.067
2015-05-19,6623.785
2015-05-20,6715.712
2015-05-21,6903.761
2015-05-22,7026.532
2015-05-25,7202.85
2015-05-26,7409.926
2015-05-27,7451.343
2015-05-28,6993.602
2015-05-29,7047.314
2015-06-01,7402.478
2015-06-02,7624.019
2015-06-03,7643.012
2015-06-04,7655.224
2015-06-05,7748.374
2015-06-08,7755.742
2015-06-09,7731.5247
2015-06-10,7813.5883
2015-06-11,7891.5666
2015-06-12,7984.4277
2015-06-15,7830.2356
2015-06-16,7549.9808
2015-06-17,7686.7935
2015-06-18,7411.9047
2015-06-19,6943.037
2015-06-23,7048.7402
2015-06-24,7195.775
2015-06-25,6932.3883
2015-06-26,6377.069
2015-06-29,6044.1548
2015-06-30,6374.8301
2015-07-01,6038.6858
2015-07-02,5725.8337
2015-07-03,5390.6839
2015-07-06,5353.8637
2015-07-07,5145.5055
2015-07-08,4900.421
2015-07-09,5144.1341
2015-07-10,5386.2161
2015-07-13,5598.6399
2015-07-14,5610.2023
2015-07-15,5375.3762
2015-07-16,5437.807
2015-07-17,5691.548
2015-07-20,5768.487
2015-07-21,5830.5208
2015-07-22,5869.7439
2015-07-23,6026.9522
2015-07-24,5940.2568
2015-07-27,5478.8748
2015-07-28,5375.7202
2015-07-29,5590.3123
2015-07-30,5433.3947
